fsa,probable,vulnerable,is_most_recent,fever_chills_shakes,cough,shortness_of_breath,any_medical_conditions,travel_outside_canada,contact_with_illness,symptoms,conditions,needs
M6G,0.031914893617021274,0.1595744680851064,0.8191489361702128,0.0,0.010638297872340425,0.010638297872340425,1.0,0.0,0.031914893617021274,,,
M6H,0.04838709677419355,0.1532258064516129,0.7741935483870968,0.024193548387096774,0.016129032258064516,0.016129032258064516,1.0,0.0,0.04032258064516129,,,
M6J,0.021505376344086023,0.20430107526881722,0.7526881720430108,0.010752688172043012,0.021505376344086023,0.0,1.0,0.0,0.021505376344086023,,,
M6K,0.00819672131147541,0.13114754098360656,0.7868852459016393,0.02459016393442623,0.01639344262295082,0.00819672131147541,1.0,0.0,0.0,,,
M6L,0.0,0.4,0.7333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,,,
M6M,0.0,0.125,0.90625,0.0,0.03125,0.03125,1.0,0.0,0.0,,,
M6N,0.019230769230769232,0.34615384615384615,0.7115384615384616,0.019230769230769232,0.038461538461538464,0.0,1.0,0.0,0.0,,,
M6P,0.0,0.17777777777777778,0.7481481481481481,0.0,0.014814814814814815,0.0,1.0,0.0,0.0,,,
M6R,0.0,0.25,0.8833333333333333,0.016666666666666666,0.0,0.03333333333333333,1.0,0.0,0.0,,,
M6S,0.010869565217391304,0.33695652173913043,0.7717391304347826,0.010869565217391304,0.010869565217391304,0.010869565217391304,1.0,0.010869565217391304,0.0,,,
M8V,0.0,0.3625,0.75,0.0,0.0125,0.00625,1.0,0.00625,0.0,,,
M8W,0.0,0.2,0.8,0.0,0.02,0.0,1.0,0.0,0.0,,,
